Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3864,122,122,41496,38366,0.69,84,43815,41925,0.11,13,3691,4017,122,43509,40182,122,1564,314,0.14,17,43244,18662,0.14,17,43757,19814,0.64,78,9786,6743,134,109586,44459
3865,342,342,47219,41634,0.81,276,50178,46232,0.09,31,5635,1867,342,50938,46178,342,3709,1016,0.08,27,51970,35616,0.07,25,35951,20083,0.79,270,9397,5657,390,126696,38282
3869,1112,1112,63654,49080,0.79,880,67867,56674,0.12,139,856,1825,1112,66454,51526,1112,2615,1150,0.09,105,100559,36505,0.09,105,93721,26666,0.77,852,17943,10884,1244,211918,96778
3870,725,725,51413,43693,0.72,521,60752,56936,0.10,76,1581,1010,725,53843,44829,725,2213,580,0.11,82,60502,29410,0.10,75,50343,20543,0.69,501,13764,9880,827,181282,79841
3871,1631,1631,55579,43670,0.71,1156,61757,52668,0.12,199,2764,1719,1631,58494,45948,1631,2560,699,0.13,219,81921,38010,0.13,217,64457,21759,0.71,1159,15341,9599,1812,182854,85520
3873,212,212,50243,39554,0.67,143,65856,51213,0.14,29,7038,5808,212,52830,43969,212,2310,846,0.15,32,75528,33648,0.15,31,64881,23685,0.69,146,15123,10395,226,163346,79675
3874,363,363,118250,41450,0.66,240,55102,46964,0.13,48,5472,3388,363,121500,43616,363,2820,389,0.09,31,133897,30521,0.09,33,119988,19490,0.66,239,63142,8575,388,181954,78584
3875,11302,11302,51672,43967,0.76,8556,52540,47517,0.12,1330,3924,2392,11302,54276,46250,11302,2339,637,0.10,1154,93882,36990,0.10,1133,70757,17310,0.74,8355,12488,7684,12305,150842,63337
3878,735,735,52160,41515,0.68,497,53728,48097,0.13,97,2988,2351,735,54408,44108,735,2152,513,0.09,63,96135,31399,0.08,58,75644,16341,0.70,512,14105,8244,792,233060,96350
3880,2282,2282,50785,37786,0.63,1430,51813,45590,0.13,286,3931,2262,2282,53423,39404,2282,2462,417,0.09,203,79980,35547,0.09,199,53240,12416,0.64,1459,14960,7550,2572,243859,100524
3882,755,755,51584,45663,0.77,582,53507,51132,0.11,80,2541,1556,755,53922,47856,755,2081,648,0.11,85,76904,40884,0.11,83,63179,24351,0.74,561,12210,8470,822,147555,76487
3885,1102,1102,47418,42189,0.75,829,51674,47706,0.12,135,1422,1373,1102,49883,45480,1102,2194,660,0.15,164,83715,37567,0.14,157,65409,23394,0.73,808,10674,7531,1230,128124,64879
3886,216,216,49039,41712,0.71,153,54840,44887,0.09,19,2825,2012,216,52112,43719,216,1930,408,0.12,25,82339,13420,0.11,23,72098,25136,0.67,145,12548,7393,233,128305,53500
3887,180,180,38752,30670,0.68,122,44389,40534,0.09,17,1812,2829,180,40385,31862,180,1418,284,0.16,29,49631,30000,0.16,29,36946,14060,0.61,110,8773,5287,217,86350,34269
3888,1823,1823,48400,41863,0.73,1324,48113,41543,0.12,210,3962,2383,1823,50795,43185,1823,1960,372,0.12,214,86854,43828,0.11,204,71757,25976,0.70,1279,11873,6809,2033,155735,64124
3889,71,71,32327,23958,0.41,29,45735,43208,0.04,3,-1181,3595,71,35417,26810,71,887,0,0.15,11,43613,31785,0.15,11,39858,38305,0.48,34,9254,4305,86,101882,42689
3890,161,161,47808,39949,0.70,112,46698,41000,0.06,10,4525,1692,161,49954,41215,161,1815,300,0.09,15,54233,31511,0.09,15,47762,22713,0.69,111,11815,7971,182,124646,52848
3891,79,79,38262,32332,0.58,46,47526,45852,0.10,8,7665,6557,79,41437,32768,79,1971,220,0.20,16,140399,30918,0.19,15,131052,14920,0.58,46,8972,5443,85,148514,60934
3892,630,630,48621,36926,0.63,400,40770,31409,0.15,96,5253,3291,630,50797,38160,630,2168,291,0.20,124,83437,34746,0.18,114,58912,13230,0.65,408,13699,7292,730,185878,76816
3895,123,123,40039,34990,0.50,62,45217,39526,0.09,11,3399,1891,123,46399,40753,123,2920,226,0.19,23,139533,67507,0.20,25,102289,42753,0.62,76,9954,5494,114,128876,64410
3896,229,229,52365,38533,0.72,166,50076,42404,0.14,33,4560,447,229,55520,41136,229,2673,479,0.12,27,94148,39183,0.12,27,74896,20772,0.68,155,14203,10480,247,171465,80804
3898,405,405,49206,41361,0.70,285,49024,42173,0.14,57,3319,1469,405,51846,42801,405,2027,421,0.16,66,72671,32982,0.16,63,60663,21362,0.73,294,11953,6323,428,124323,51161
3900,107,107,46410,41075,0.55,59,39367,32951,0.17,18,5004,3462,107,51377,42430,107,3404,300,0.24,26,102940,44006,0.23,25,91194,32363,0.70,75,10473,4673,110,135522,72520
3902,228,228,47560,38728,0.69,157,47512,42618,0.12,27,3769,744,228,50101,42802,228,2431,540,0.17,39,497453,49462,0.17,39,488521,34275,0.73,166,10944,6518,261,168376,77558
3903,444,444,49971,38210,0.68,304,52045,44656,0.10,46,1687,2523,444,52194,39986,444,1951,488,0.13,59,83933,41600,0.13,58,65823,15765,0.66,293,14531,6787,462,158578,75775
3904,1050,1050,53488,38518,0.65,679,55084,40803,0.14,150,1940,1843,1050,56075,40098,1050,2558,421,0.12,121,82238,26500,0.11,116,61836,14202,0.66,690,16049,7177,1167,240241,101650
3909,4388,4388,48809,39344,0.70,3089,48345,41133,0.11,498,3736,2040,4388,51037,41166,4388,2149,462,0.09,397,87536,33770,0.09,385,67590,16677,0.69,3021,12209,6215,4917,172237,67177
3910,14217,14217,62401,53520,0.83,11857,62998,56621,0.12,1684,-194,-602,14217,65114,55929,14217,2691,1068,0.09,1321,71626,34922,0.09,1285,45889,12618,0.81,11481,15662,10921,15749,152582,80026
3911,2174,2174,64043,50662,0.77,1681,60041,53442,0.15,318,2247,523,2174,66995,53469,2174,2941,985,0.12,253,64385,37247,0.11,241,41239,15155,0.81,1755,16732,9758,2419,162480,74870
3912,9427,9427,62544,50274,0.79,7477,60574,53709,0.12,1174,1483,8,9427,65350,52775,9427,2752,906,0.11,1032,82854,42531,0.11,994,56339,15390,0.79,7434,16454,10398,10430,156050,77602
3913,2261,2261,62738,49185,0.76,1727,59097,50678,0.12,261,3349,1150,2261,65854,51573,2261,3034,718,0.11,240,80663,41340,0.10,227,51470,17835,0.77,1752,16952,10353,2468,181440,76220
3915,5416,5416,57672,46980,0.79,4281,56544,50869,0.08,432,1049,-15,5416,60099,48976,5416,2401,764,0.10,518,62623,32749,0.09,511,39669,12185,0.77,4173,14585,8579,6015,133187,54919
3916,644,644,99541,48285,0.52,336,83194,46674,0.19,121,6166,4420,644,105841,52086,644,5846,770,0.16,105,88037,37903,0.16,101,62120,16438,0.70,450,43242,13970,694,664209,187867
3918,2535,2535,58514,47389,0.76,1935,59816,51692,0.12,302,2075,642,2535,61325,49420,2535,2659,855,0.12,294,88911,38095,0.11,285,63480,15332,0.76,1935,15071,9464,2789,171960,81934
3919,1900,1900,54523,47295,0.83,1583,55174,50375,0.09,164,-675,-320,1900,56940,49546,1900,2359,948,0.11,215,56332,38226,0.11,207,34407,14319,0.80,1516,11837,8160,2163,110840,59079
3920,497,497,56739,55375,0.98,486,57577,56740,0.09,47,-1615,-454,497,58462,56867,497,1724,1110,0.01,4,38896,8094,0.00,1,96672,96672,0.86,425,10916,8017,541,101318,21181
3921,69,69,51504,30404,0.49,34,66432,28912,0.20,14,8222,6644,69,53525,30404,69,1770,143,0.20,14,177236,27640,0.20,14,163598,17380,0.52,36,22674,4950,71,150631,75616
3922,5552,5552,53896,40088,0.68,3752,50732,41341,0.13,736,2656,1428,5552,56455,42020,5552,2466,466,0.14,788,81867,38892,0.14,773,57813,13191,0.69,3850,15152,6942,6197,189013,74619
3923,442,442,61016,38736,0.60,264,54343,44942,0.16,71,5576,4668,442,63837,39942,442,2717,571,0.16,70,123635,44572,0.16,69,93245,20510,0.70,308,19389,7940,510,287107,119395
3925,2554,2554,58397,44424,0.70,1776,56728,45359,0.16,400,3058,1603,2554,61461,46568,2554,2977,684,0.16,401,85097,36772,0.15,377,57638,14073,0.74,1879,16030,8799,2928,199547,83924
3926,2196,2196,94266,47374,0.65,1423,66373,51204,0.18,398,4936,2497,2196,98046,50094,2196,3695,822,0.14,317,74970,30058,0.14,307,44420,11978,0.71,1559,39642,12537,2441,380736,121682
3927,1071,1071,91179,47491,0.62,659,68042,52641,0.17,187,3220,2682,1071,94962,50569,1071,3459,781,0.17,183,64246,32482,0.16,168,40541,12488,0.73,777,36253,12078,1215,375707,142103
3928,316,316,116799,47245,0.54,172,77302,42234,0.18,56,9849,6656,316,122510,52332,316,5464,758,0.17,53,116475,37407,0.17,53,95137,21160,0.73,230,54003,14183,345,493829,129215
3929,700,700,95941,47968,0.46,320,73210,43128,0.16,113,8400,4481,700,102883,53830,700,6326,776,0.14,100,143535,39096,0.14,96,103185,19595,0.71,494,39624,14297,732,807415,225924
3930,11458,11458,98171,56610,0.69,7917,82560,60382,0.17,1997,1173,235,11458,102345,60160,11458,4117,982,0.10,1153,133794,36518,0.09,1079,87465,12091,0.75,8639,37983,16378,12607,340805,137987
3931,15042,15042,65121,47504,0.71,10619,64205,53931,0.13,2010,2113,729,15042,67970,49658,15042,2789,777,0.11,1581,84221,34153,0.10,1479,52288,12177,0.73,11030,19780,10999,16706,233415,96858
3933,732,732,79699,48533,0.66,483,64140,48413,0.17,128,4126,3199,732,83972,52293,732,3397,580,0.12,87,209131,44325,0.12,88,166117,30479,0.73,538,28737,11788,790,288097,84900
3934,11863,11863,77028,52021,0.71,8426,69542,55276,0.15,1799,1580,146,11863,80821,55162,11863,3699,919,0.11,1362,99477,38807,0.11,1278,63475,12810,0.75,8945,25521,13832,12993,257303,111159
3936,7644,7644,62215,44936,0.69,5245,58999,48797,0.14,1085,3596,2086,7644,65247,46920,7644,2810,640,0.12,897,80881,39000,0.11,845,53345,14091,0.72,5539,18668,9787,8591,227694,86412
3937,1067,1067,102474,52180,0.63,676,80399,51092,0.17,185,4953,5601,1067,108317,56682,1067,5570,852,0.14,154,134748,45784,0.14,148,88868,12282,0.75,796,41149,15436,1197,466575,137747
3938,2066,2066,58011,43479,0.65,1338,59129,47095,0.15,313,3757,3243,2066,61143,46016,2066,2997,561,0.12,257,68603,39696,0.12,245,43727,15138,0.71,1460,16776,9234,2288,286630,110292
3939,8606,8606,54570,43418,0.71,6135,53636,46192,0.11,952,3011,1082,8606,57230,45374,8606,2582,545,0.12,1044,84956,39406,0.12,1006,57482,13988,0.72,6221,14321,8031,9741,176209,68176
3940,2364,2364,48817,40276,0.65,1547,50153,45996,0.08,193,3027,1191,2364,50972,41988,2364,2118,476,0.11,258,67965,34278,0.10,247,44773,12935,0.67,1592,12224,7303,2608,142236,53742
3941,7659,7659,58183,43578,0.67,5148,55754,43996,0.13,971,3006,2097,7659,60962,45354,7659,2613,558,0.16,1225,81759,44588,0.15,1176,51293,14986,0.73,5579,16246,7963,8709,193510,71783
3942,1637,1637,72004,42014,0.58,955,61642,42862,0.16,265,3643,2114,1637,76054,45135,1637,3980,550,0.14,227,82916,41192,0.14,223,52795,14173,0.67,1098,27246,10822,1819,418266,132192
3943,1227,1227,97332,45000,0.47,580,68749,44854,0.21,253,12791,6093,1227,105377,49541,1227,7508,478,0.12,146,168200,37015,0.11,138,135728,11514,0.67,824,43753,14240,1352,762994,191451
3944,559,559,221236,66314,0.43,238,94359,51278,0.18,100,9331,10078,559,243456,73701,559,21736,1119,0.06,36,474454,65015,0.05,29,490815,17734,0.78,434,109115,22108,554,1887902,568565
3945,666,666,52599,39288,0.65,435,56464,50400,0.13,87,1702,619,666,55901,43646,666,2627,394,0.15,103,101852,50667,0.15,102,90008,27402,0.67,444,15772,8814,691,208915,86808
3946,161,161,54511,39937,0.59,95,57009,51796,0.15,24,3980,150,161,58234,42635,161,3575,300,0.16,25,72699,32335,0.16,26,39846,31066,0.67,108,16104,11383,174,198433,103344
3950,2832,2832,53354,42960,0.73,2081,53999,47847,0.10,297,1899,758,2832,55722,44682,2832,2211,606,0.11,313,80105,36237,0.11,301,60075,18398,0.72,2053,14003,8099,3109,145942,67673
3951,655,655,54715,43475,0.66,433,51444,44123,0.17,111,4143,2978,655,57956,44673,655,2356,437,0.15,96,84166,45759,0.14,89,66492,32448,0.73,481,14086,7564,711,197834,88227
3953,4781,4781,53251,43980,0.68,3271,54097,48607,0.12,565,3304,1544,4781,56477,46458,4781,2927,590,0.12,560,132864,39742,0.11,538,111077,18297,0.71,3415,13791,9035,5101,188139,79909
3954,265,265,56920,42922,0.68,181,50956,41832,0.18,49,1304,421,265,60155,45931,265,2742,613,0.18,48,89769,44920,0.17,44,67282,28816,0.71,188,15682,9188,267,237024,94893
3956,1660,1660,52407,41034,0.60,992,53223,45066,0.14,233,4530,1883,1660,55840,43984,1660,2648,439,0.17,277,99259,35817,0.16,262,83147,17792,0.68,1124,14745,8149,1815,190654,74544
3957,207,207,45353,42132,0.64,132,47917,41168,0.09,18,2461,3312,207,50367,46729,207,3355,699,0.09,19,238649,84450,0.09,19,199055,28534,0.73,152,10355,5880,204,203938,63919
3958,167,167,52578,41954,0.63,105,45900,42516,0.13,21,4135,3543,167,54618,45241,167,1818,500,0.16,27,92992,36000,0.17,28,72622,10550,0.69,115,14616,7509,159,120949,53509
3959,740,740,51564,39850,0.59,439,54531,44692,0.16,120,5764,4687,740,55256,43305,740,3093,500,0.17,125,85085,28230,0.16,119,66046,12822,0.67,498,15407,8682,808,225228,90208
3960,1550,1550,50630,39128,0.61,950,53088,45100,0.14,216,4048,2654,1550,54087,42012,1550,3093,604,0.15,233,112193,41198,0.15,227,84739,21747,0.67,1033,14423,7001,1712,236217,87700
3962,513,513,47347,38687,0.67,345,51562,44056,0.11,55,1086,486,513,50756,41116,513,2367,430,0.14,74,139986,38712,0.14,72,116001,23332,0.66,337,12905,7499,574,146435,61905
3964,107,107,45697,42102,0.69,74,51658,48195,0.07,7,926,1637,107,50047,45523,107,3727,800,0.17,18,88277,27892,0.18,19,63875,13250,0.74,79,9275,6113,123,154866,67442
3965,114,114,46665,38981,0.62,71,54558,46833,0.20,23,873,1867,114,49329,39879,114,2518,362,0.09,10,105739,42456,0.08,9,87824,35572,0.61,69,13755,11052,135,211176,78183
3966,332,332,48255,36917,0.66,218,48170,42932,0.11,38,4866,2308,332,51715,42136,332,2310,328,0.15,50,116153,50772,0.14,47,114864,38448,0.69,229,13445,5679,342,128567,59561
3967,76,76,46420,43232,0.59,45,47514,45263,0.14,11,11246,9252,76,49336,45453,76,2620,202,0.18,14,184864,68102,0.18,14,168898,56310,0.74,56,11149,6271,78,126714,41786
3971,2241,2241,44758,38035,0.68,1514,51900,45748,0.13,285,2601,1150,2241,48122,41072,2241,2396,485,0.11,248,118661,41256,0.11,240,104033,25422,0.65,1454,11674,7214,2476,165548,72858
3975,10274,10274,59969,52612,0.85,8714,62115,57477,0.20,2014,-3441,-2692,10274,62257,54638,10274,2275,1078,0.12,1217,62243,31830,0.11,1155,41411,12459,0.81,8369,14377,10310,10491,82755,43337
3976,13887,13887,49529,46354,0.82,11443,51142,49925,0.09,1232,-2020,-1754,13887,51362,48146,13887,1820,695,0.13,1808,48697,33476,0.12,1713,28118,12433,0.78,10899,10162,7425,14923,69138,27026
3977,65817,65817,56667,50218,0.84,55342,58019,53980,0.11,7248,-2069,-1848,65817,58944,52176,65817,2250,908,0.11,7531,61058,31330,0.11,7091,40011,12398,0.80,52766,13159,9272,69073,92752,42460
3978,25294,25294,58338,52530,0.86,21870,59937,56138,0.11,2813,-2370,-2087,25294,60719,54576,25294,2358,1128,0.14,3531,49824,25935,0.13,3339,31539,10161,0.83,20879,13330,9753,24606,63546,32116
3979,231,231,49427,39725,0.65,150,48202,41896,0.11,25,5894,1575,231,52276,43052,231,2777,546,0.20,46,73722,50922,0.19,43,59535,22663,0.71,163,11989,6298,228,201733,87132
3980,2094,2094,61233,50880,0.79,1661,60081,54946,0.12,252,1860,-106,2094,63860,53262,2094,2478,951,0.11,220,83766,35029,0.10,212,61327,18238,0.80,1666,15736,10063,2356,148201,77051
3981,3143,3143,55537,49066,0.79,2476,57113,52704,0.11,350,1761,681,3143,58280,51604,3143,2470,769,0.11,342,108504,45526,0.11,337,85688,24463,0.79,2480,13185,9580,3548,113002,52475
3984,3991,3991,53944,46664,0.76,3038,55658,51918,0.09,369,3318,1456,3991,56337,48685,3991,2283,727,0.12,473,88845,38118,0.11,455,67261,17337,0.76,3033,13311,8767,4411,130032,58581
3987,949,949,58917,48248,0.77,728,58321,54526,0.11,104,-1276,-1224,949,61162,50226,949,2104,799,0.12,111,93851,35203,0.11,108,74543,17328,0.77,728,15780,9660,1034,127150,74809
3988,680,680,50750,43097,0.68,462,54163,47918,0.10,65,3758,740,680,53919,45302,680,2871,552,0.14,96,135070,47738,0.14,92,117972,26992,0.74,501,12101,7790,775,158856,62306
3990,99,99,49257,47307,0.65,64,49136,45352,0.17,17,1366,209,99,52854,47841,99,3288,572,0.16,16,86264,54302,0.17,17,58891,30199,0.67,66,12746,10054,102,218523,97480
3991,251,251,47971,37190,0.67,168,54089,48750,0.14,36,1389,274,251,50616,39203,251,2082,300,0.17,43,86399,33260,0.16,41,72685,21927,0.65,162,12758,8678,265,124553,58076
3992,689,689,50773,42534,0.76,523,52607,45174,0.10,72,134,46,689,53509,44310,689,2512,783,0.12,83,116038,34855,0.12,80,88990,15762,0.74,511,12200,7580,767,134442,59265
3995,6196,6196,51457,40553,0.71,4426,49189,43640,0.11,652,2597,1956,6196,54597,42846,6196,2834,588,0.12,744,76277,38936,0.12,718,51753,13880,0.70,4359,13617,6630,6846,156565,63827
3996,3695,3695,65652,44145,0.65,2390,61149,50344,0.16,600,2601,1674,3695,69404,47101,3695,3519,760,0.12,441,103666,40671,0.12,430,75800,16773,0.69,2538,22569,10746,4128,282308,116165
4000,14455,14455,74676,46309,0.82,11875,65157,47986,0.12,1748,969,513,14455,77790,48241,14455,3000,550,0.12,1750,90141,21600,0.11,1525,54436,7603,0.77,11075,24563,9969,17971,146725,12103
4005,12429,12429,113555,69501,0.79,9836,88781,69522,0.18,2192,1987,1054,12429,119019,72491,12429,4835,1097,0.11,1352,137482,27760,0.10,1229,73143,10311,0.85,10562,40062,16853,14072,314274,82487
4006,18263,18263,77158,56852,0.87,15895,68338,57761,0.10,1866,-227,-182,18263,80155,58881,18263,2934,816,0.11,1966,85993,20658,0.10,1760,60344,7822,0.84,15428,22172,11415,20065,146750,29958
4007,10759,10759,119605,65251,0.76,8200,87542,64942,0.16,1754,2808,910,10759,125783,68199,10759,5968,1000,0.10,1047,425296,34282,0.09,971,361574,13370,0.82,8875,45554,16159,11450,341067,82350
4008,208,208,70190,52718,0.80,167,60384,58597,0.09,19,4031,3060,208,72430,53730,208,2240,820,0.10,20,71729,13133,0.09,18,46787,7938,0.78,162,20727,11697,247,145437,56419
4009,64,64,157461,61536,0.70,45,79120,61114,0.11,7,-5728,-2610,64,161349,66667,64,2929,822,0.16,10,84733,22046,0.14,9,68240,4323,0.86,55,64568,13061,67,168305,29596
4010,2703,2703,73166,58895,0.84,2282,71248,62253,0.12,321,752,93,2703,76024,61970,2703,2773,969,0.11,284,72976,25673,0.09,254,46367,10578,0.84,2277,19632,12330,2913,159577,49563
4011,10694,10694,102558,63218,0.80,8519,86211,63079,0.15,1649,1040,323,10694,106816,66248,10694,4038,985,0.10,1032,259428,31381,0.09,951,191761,12533,0.83,8829,35592,15585,11913,286023,89766
4012,15704,15704,75668,60667,0.85,13357,74107,63599,0.13,2040,673,41,15704,78501,63162,15704,2774,923,0.09,1434,82800,26832,0.09,1341,56291,9200,0.84,13204,20887,13391,17323,176731,75932
4013,3280,3280,72578,56540,0.86,2805,71304,60229,0.13,433,432,-93,3280,75250,58890,3280,2641,894,0.09,300,63359,24092,0.08,276,38749,10560,0.83,2723,19885,12162,3673,167746,69648
4014,8489,8489,71692,60751,0.86,7287,72316,64956,0.15,1265,664,-157,8489,74365,63247,8489,2649,1055,0.08,657,61150,25100,0.07,605,38842,10083,0.83,7070,19092,13565,9437,167344,88004
4017,22792,22792,65500,54992,0.82,18675,67486,59800,0.14,3180,938,99,22792,68026,57223,22792,2438,823,0.08,1901,64710,30504,0.08,1834,41157,10406,0.79,18074,17535,12072,25806,186034,92471
4018,8231,8231,57028,50428,0.82,6760,59899,55057,0.10,827,-144,-308,8231,58898,52060,8231,1809,670,0.11,881,100136,27098,0.10,819,86414,10100,0.79,6498,13553,9665,8675,124985,54587
4019,11717,11717,59313,49550,0.78,9176,61316,54752,0.13,1509,1888,674,11717,61811,51509,11717,2434,725,0.09,1011,73049,32318,0.08,972,49829,12882,0.76,8941,15289,9952,13501,167532,77809
4020,15147,15147,64858,49317,0.74,11157,65628,55544,0.17,2501,2703,780,15147,67837,51915,15147,2852,710,0.08,1236,108733,31041,0.08,1168,84650,11941,0.74,11180,19163,11178,16798,224296,94688
4021,5034,5034,51516,45590,0.80,4030,53994,49970,0.09,473,1005,462,5034,53587,47420,5034,2019,580,0.07,356,77069,35414,0.07,342,56569,13270,0.75,3760,11825,8094,5714,124272,56909
4022,3783,3783,52027,46373,0.79,3002,55028,51984,0.08,319,1386,158,3783,54113,48214,3783,2066,572,0.07,267,71495,29154,0.07,253,49058,13601,0.74,2790,12283,8673,4141,119993,49819
4025,106,106,47996,49642,0.73,77,46934,45387,0.10,11,11188,7019,106,51353,52474,106,1683,315,0.16,17,121466,48345,0.14,15,103124,25147,0.79,84,9670,7633,117,110162,56642
4030,12427,12427,81435,59622,0.86,10647,75883,61181,0.13,1660,531,-47,12427,84472,62104,12427,2986,912,0.10,1225,88415,23602,0.09,1145,51980,7904,0.84,10456,24107,13127,13771,185017,61412
4031,9238,9238,79097,63314,0.86,7919,77576,66560,0.14,1255,876,31,9238,82165,65712,9238,3031,1010,0.09,836,84899,27085,0.08,784,50454,11115,0.84,7752,22580,14683,10173,192249,92207
4032,11491,11491,60828,51183,0.81,9270,62558,55698,0.10,1203,2662,607,11491,63096,53009,11491,2224,679,0.08,925,59984,25151,0.07,848,34851,9876,0.78,9014,15559,10376,12413,155360,53652
4034,28662,28662,62558,52344,0.80,22897,64819,58021,0.13,3809,1554,354,28662,64900,54450,28662,2287,710,0.09,2479,71811,29625,0.08,2332,47930,11754,0.78,22347,16553,11219,31382,179074,76120
4035,17791,17791,76883,58696,0.80,14179,75185,64009,0.16,2905,2081,-61,17791,80066,61440,17791,3098,867,0.08,1374,143836,32456,0.07,1289,113541,13191,0.79,14001,23697,14541,19120,250513,111888
4036,4248,4248,58618,52830,0.85,3618,60294,56202,0.10,409,-261,-477,4248,60874,54814,4248,2203,818,0.09,362,77507,31535,0.08,345,53825,13746,0.81,3450,13577,10083,4755,133908,70313
4037,5111,5111,73333,60277,0.84,4293,74085,65080,0.15,742,-1114,-574,5111,76268,63073,5111,2888,961,0.08,426,69434,28690,0.08,401,45527,11033,0.82,4180,20420,14151,5524,208774,120157
4051,19042,19042,90734,65136,0.84,16068,82838,67484,0.17,3150,1066,304,19042,94365,67928,19042,3556,1044,0.09,1804,108261,27900,0.08,1616,56681,9637,0.84,15901,28762,15245,21102,226235,92877
4053,29842,29842,71112,59676,0.83,24829,72351,64803,0.14,4156,557,-84,29842,73958,62138,29842,2630,931,0.08,2505,74626,26021,0.08,2355,48582,10072,0.81,24305,19439,13389,33010,197374,94665
